{'dataset_root': './Food-11', 'save_dir': './outputs', 'exp_name': 'medium_baseline_deeper_cont', 'batch_size': 512, 'lr': 0.0001, 'seed': 20220013, 'loss_fn_type': 'KD', 'weight_decay': 1e-05, 'grad_norm_max': 10, 'n_epochs': 3000, 'patience': 300, 'resume': 'medium_baseline_deeper'}
device: cuda
[ Train | 001/3000 ] loss = 0.61653, acc = 0.77264
[ Train | 214/3000 ] loss = 0.58644, acc = 0.78875
[ Valid | 214/3000 ] loss = 0.56054, acc = 0.81408
[ Train | 215/3000 ] loss = 0.59923, acc = 0.78175
[ Valid | 215/3000 ] loss = 0.56090, acc = 0.81385
[ Train | 216/3000 ] loss = 0.59581, acc = 0.78115
[ Valid | 216/3000 ] loss = 0.56105, acc = 0.81273
[ Train | 217/3000 ] loss = 0.58543, acc = 0.78705
[ Valid | 217/3000 ] loss = 0.55972, acc = 0.81543
[ Train | 218/3000 ] loss = 0.59441, acc = 0.78275
[ Valid | 218/3000 ] loss = 0.56030, acc = 0.81385
[ Train | 219/3000 ] loss = 0.58126, acc = 0.78765
[ Valid | 219/3000 ] loss = 0.56161, acc = 0.81408
[ Train | 220/3000 ] loss = 0.58288, acc = 0.78385
[ Valid | 220/3000 ] loss = 0.56164, acc = 0.81363
[ Train | 221/3000 ] loss = 0.59593, acc = 0.77995
[ Valid | 221/3000 ] loss = 0.56234, acc = 0.81385
[ Train | 222/3000 ] loss = 0.59196, acc = 0.77875
[ Valid | 222/3000 ] loss = 0.56242, acc = 0.81385
[ Train | 223/3000 ] loss = 0.58592, acc = 0.78935
[ Valid | 223/3000 ] loss = 0.56258, acc = 0.81295
[ Train | 224/3000 ] loss = 0.59207, acc = 0.78225
[ Valid | 224/3000 ] loss = 0.56138, acc = 0.81453
[ Train | 225/3000 ] loss = 0.58902, acc = 0.78445
[ Valid | 225/3000 ] loss = 0.55969, acc = 0.81543
[ Train | 226/3000 ] loss = 0.59481, acc = 0.78375
[ Valid | 226/3000 ] loss = 0.56216, acc = 0.81318
[ Train | 227/3000 ] loss = 0.58737, acc = 0.78365
[ Valid | 227/3000 ] loss = 0.56111, acc = 0.81408
[ Train | 228/3000 ] loss = 0.59250, acc = 0.78295
[ Valid | 228/3000 ] loss = 0.56041, acc = 0.81453
[ Train | 229/3000 ] loss = 0.60098, acc = 0.78685
[ Valid | 229/3000 ] loss = 0.56094, acc = 0.81521
[ Train | 230/3000 ] loss = 0.59199, acc = 0.78625
[ Valid | 230/3000 ] loss = 0.56067, acc = 0.81431
[ Train | 231/3000 ] loss = 0.59394, acc = 0.78665
[ Valid | 231/3000 ] loss = 0.56092, acc = 0.81318
[ Train | 232/3000 ] loss = 0.59685, acc = 0.78235
[ Valid | 232/3000 ] loss = 0.56235, acc = 0.81385
[ Train | 233/3000 ] loss = 0.58306, acc = 0.78605
[ Valid | 233/3000 ] loss = 0.56047, acc = 0.81408
[ Train | 234/3000 ] loss = 0.59343, acc = 0.77885
[ Valid | 234/3000 ] loss = 0.56146, acc = 0.81385
[ Train | 235/3000 ] loss = 0.58660, acc = 0.78155
[ Valid | 235/3000 ] loss = 0.56188, acc = 0.81408
[ Train | 236/3000 ] loss = 0.60372, acc = 0.77935
[ Valid | 236/3000 ] loss = 0.56249, acc = 0.81227
[ Train | 237/3000 ] loss = 0.58600, acc = 0.78135
[ Valid | 237/3000 ] loss = 0.56280, acc = 0.81092
[ Train | 238/3000 ] loss = 0.58400, acc = 0.78835
[ Valid | 238/3000 ] loss = 0.56203, acc = 0.81137
[ Train | 239/3000 ] loss = 0.58956, acc = 0.78735
[ Valid | 239/3000 ] loss = 0.56089, acc = 0.81295
[ Train | 240/3000 ] loss = 0.59035, acc = 0.78375
[ Valid | 240/3000 ] loss = 0.56174, acc = 0.81295
[ Train | 241/3000 ] loss = 0.59213, acc = 0.78615
[ Valid | 241/3000 ] loss = 0.56235, acc = 0.81363
[ Train | 242/3000 ] loss = 0.59658, acc = 0.78425
[ Valid | 242/3000 ] loss = 0.56280, acc = 0.81160
[ Train | 243/3000 ] loss = 0.60451, acc = 0.77514
[ Valid | 243/3000 ] loss = 0.56180, acc = 0.81363
[ Train | 244/3000 ] loss = 0.59430, acc = 0.78505
[ Valid | 244/3000 ] loss = 0.56282, acc = 0.81273
[ Train | 245/3000 ] loss = 0.59134, acc = 0.78495
[ Valid | 245/3000 ] loss = 0.56259, acc = 0.81340
[ Train | 246/3000 ] loss = 0.59490, acc = 0.78485
[ Valid | 246/3000 ] loss = 0.56067, acc = 0.81498
[ Train | 247/3000 ] loss = 0.59750, acc = 0.78025
[ Valid | 247/3000 ] loss = 0.56185, acc = 0.81318
[ Train | 248/3000 ] loss = 0.58911, acc = 0.78255
[ Valid | 248/3000 ] loss = 0.56273, acc = 0.81340
[ Train | 249/3000 ] loss = 0.59278, acc = 0.78045
[ Valid | 249/3000 ] loss = 0.56276, acc = 0.81498
[ Train | 250/3000 ] loss = 0.59166, acc = 0.78575
[ Valid | 250/3000 ] loss = 0.56171, acc = 0.81611
[ Train | 251/3000 ] loss = 0.59498, acc = 0.78285
[ Valid | 251/3000 ] loss = 0.56187, acc = 0.81385
[ Train | 252/3000 ] loss = 0.59189, acc = 0.78585
[ Valid | 252/3000 ] loss = 0.56124, acc = 0.81431
[ Train | 253/3000 ] loss = 0.59874, acc = 0.78125
[ Valid | 253/3000 ] loss = 0.56224, acc = 0.81385
[ Train | 254/3000 ] loss = 0.58335, acc = 0.78755
[ Valid | 254/3000 ] loss = 0.56156, acc = 0.81227
[ Train | 255/3000 ] loss = 0.58684, acc = 0.78065
[ Valid | 255/3000 ] loss = 0.56193, acc = 0.81453
[ Train | 256/3000 ] loss = 0.59049, acc = 0.78065
[ Valid | 256/3000 ] loss = 0.56158, acc = 0.81385
[ Train | 257/3000 ] loss = 0.58880, acc = 0.78425
[ Valid | 257/3000 ] loss = 0.56112, acc = 0.81476
[ Train | 258/3000 ] loss = 0.58460, acc = 0.78795
[ Valid | 258/3000 ] loss = 0.56147, acc = 0.81385
[ Train | 259/3000 ] loss = 0.58500, acc = 0.78865
[ Valid | 259/3000 ] loss = 0.56099, acc = 0.81453
[ Train | 260/3000 ] loss = 0.59232, acc = 0.78075
[ Valid | 260/3000 ] loss = 0.56128, acc = 0.81408
[ Train | 261/3000 ] loss = 0.59240, acc = 0.78835
[ Valid | 261/3000 ] loss = 0.56191, acc = 0.81385
[ Train | 262/3000 ] loss = 0.60231, acc = 0.78005
[ Valid | 262/3000 ] loss = 0.56017, acc = 0.81453
[ Train | 263/3000 ] loss = 0.60287, acc = 0.77885
[ Valid | 263/3000 ] loss = 0.56252, acc = 0.81273
[ Train | 264/3000 ] loss = 0.60032, acc = 0.78325
[ Valid | 264/3000 ] loss = 0.56266, acc = 0.81295
[ Train | 265/3000 ] loss = 0.59640, acc = 0.78005
[ Valid | 265/3000 ] loss = 0.56194, acc = 0.81385
[ Train | 266/3000 ] loss = 0.58160, acc = 0.78815
[ Valid | 266/3000 ] loss = 0.56186, acc = 0.81273
[ Train | 267/3000 ] loss = 0.59272, acc = 0.78075
[ Valid | 267/3000 ] loss = 0.56195, acc = 0.81318
[ Train | 268/3000 ] loss = 0.57524, acc = 0.78445
[ Valid | 268/3000 ] loss = 0.56336, acc = 0.81205
[ Train | 269/3000 ] loss = 0.58500, acc = 0.78695
[ Valid | 269/3000 ] loss = 0.56068, acc = 0.81408
[ Train | 270/3000 ] loss = 0.59075, acc = 0.78155
[ Valid | 270/3000 ] loss = 0.56047, acc = 0.81431
[ Train | 271/3000 ] loss = 0.58407, acc = 0.78635
[ Valid | 271/3000 ] loss = 0.56070, acc = 0.81295
[ Train | 272/3000 ] loss = 0.59741, acc = 0.78815
[ Valid | 272/3000 ] loss = 0.56160, acc = 0.81340
[ Train | 273/3000 ] loss = 0.59236, acc = 0.78335
[ Valid | 273/3000 ] loss = 0.56201, acc = 0.81273
[ Train | 274/3000 ] loss = 0.58545, acc = 0.78935
[ Valid | 274/3000 ] loss = 0.56141, acc = 0.81408
[ Train | 275/3000 ] loss = 0.59936, acc = 0.78285
[ Valid | 275/3000 ] loss = 0.56130, acc = 0.81340
[ Train | 276/3000 ] loss = 0.59524, acc = 0.77895
[ Valid | 276/3000 ] loss = 0.56217, acc = 0.81521
[ Train | 277/3000 ] loss = 0.58281, acc = 0.78375
[ Valid | 277/3000 ] loss = 0.56154, acc = 0.81453
[ Train | 278/3000 ] loss = 0.59643, acc = 0.78435
[ Valid | 278/3000 ] loss = 0.56302, acc = 0.81295
[ Train | 279/3000 ] loss = 0.59398, acc = 0.78145
[ Valid | 279/3000 ] loss = 0.56390, acc = 0.81205
[ Train | 280/3000 ] loss = 0.58880, acc = 0.78165
[ Valid | 280/3000 ] loss = 0.56176, acc = 0.81363
[ Train | 281/3000 ] loss = 0.58361, acc = 0.78435
[ Valid | 281/3000 ] loss = 0.56139, acc = 0.81385
[ Train | 282/3000 ] loss = 0.59020, acc = 0.78235
[ Valid | 282/3000 ] loss = 0.56248, acc = 0.81385
[ Train | 283/3000 ] loss = 0.59681, acc = 0.78135
[ Valid | 283/3000 ] loss = 0.56239, acc = 0.81340
[ Train | 284/3000 ] loss = 0.59157, acc = 0.78155
[ Valid | 284/3000 ] loss = 0.56183, acc = 0.81318
[ Train | 285/3000 ] loss = 0.58941, acc = 0.78405
[ Valid | 285/3000 ] loss = 0.56120, acc = 0.81566
[ Train | 286/3000 ] loss = 0.59991, acc = 0.78275
[ Valid | 286/3000 ] loss = 0.56004, acc = 0.81408
[ Train | 287/3000 ] loss = 0.58757, acc = 0.78815
[ Valid | 287/3000 ] loss = 0.56153, acc = 0.81431
[ Train | 288/3000 ] loss = 0.59602, acc = 0.77844
[ Valid | 288/3000 ] loss = 0.56162, acc = 0.81385
[ Train | 289/3000 ] loss = 0.58848, acc = 0.78685
[ Valid | 289/3000 ] loss = 0.56177, acc = 0.81363
[ Train | 290/3000 ] loss = 0.59840, acc = 0.77354
[ Valid | 290/3000 ] loss = 0.56232, acc = 0.81431
[ Train | 291/3000 ] loss = 0.59877, acc = 0.78545
[ Valid | 291/3000 ] loss = 0.56144, acc = 0.81476
[ Train | 292/3000 ] loss = 0.59699, acc = 0.78605
[ Valid | 292/3000 ] loss = 0.56100, acc = 0.81453
[ Train | 293/3000 ] loss = 0.58849, acc = 0.78415
[ Valid | 293/3000 ] loss = 0.56208, acc = 0.81453
[ Train | 294/3000 ] loss = 0.59362, acc = 0.78505
[ Valid | 294/3000 ] loss = 0.56291, acc = 0.81318
[ Train | 295/3000 ] loss = 0.60297, acc = 0.78265
[ Valid | 295/3000 ] loss = 0.56135, acc = 0.81408
[ Train | 296/3000 ] loss = 0.59029, acc = 0.78925
[ Valid | 296/3000 ] loss = 0.56153, acc = 0.81295
[ Train | 297/3000 ] loss = 0.60032, acc = 0.78045
[ Valid | 297/3000 ] loss = 0.56121, acc = 0.81521
[ Train | 298/3000 ] loss = 0.59654, acc = 0.77754
[ Valid | 298/3000 ] loss = 0.56305, acc = 0.81318
[ Train | 299/3000 ] loss = 0.59469, acc = 0.77865
[ Valid | 299/3000 ] loss = 0.56245, acc = 0.81115
[ Train | 300/3000 ] loss = 0.58841, acc = 0.78175
[ Valid | 300/3000 ] loss = 0.56207, acc = 0.81453
[ Train | 301/3000 ] loss = 0.58459, acc = 0.78965
[ Valid | 301/3000 ] loss = 0.56208, acc = 0.81273
[ Train | 302/3000 ] loss = 0.58906, acc = 0.78475
[ Valid | 302/3000 ] loss = 0.56096, acc = 0.81408
[ Train | 303/3000 ] loss = 0.58713, acc = 0.78795
[ Valid | 303/3000 ] loss = 0.56090, acc = 0.81521
[ Train | 304/3000 ] loss = 0.58659, acc = 0.78825
[ Valid | 304/3000 ] loss = 0.56222, acc = 0.81363
[ Train | 305/3000 ] loss = 0.59021, acc = 0.78415
[ Valid | 305/3000 ] loss = 0.56115, acc = 0.81498
[ Train | 306/3000 ] loss = 0.58404, acc = 0.78565
[ Valid | 306/3000 ] loss = 0.56234, acc = 0.81363
[ Train | 307/3000 ] loss = 0.58940, acc = 0.77965
[ Valid | 307/3000 ] loss = 0.56097, acc = 0.81588
[ Train | 308/3000 ] loss = 0.58621, acc = 0.78545
[ Valid | 308/3000 ] loss = 0.56166, acc = 0.81431
[ Train | 309/3000 ] loss = 0.58994, acc = 0.78865
[ Valid | 309/3000 ] loss = 0.56112, acc = 0.81340
[ Train | 310/3000 ] loss = 0.59646, acc = 0.78425
[ Valid | 310/3000 ] loss = 0.56186, acc = 0.81318
[ Train | 311/3000 ] loss = 0.57901, acc = 0.78225
[ Valid | 311/3000 ] loss = 0.56124, acc = 0.81498
[ Train | 312/3000 ] loss = 0.58633, acc = 0.78695
[ Valid | 312/3000 ] loss = 0.56115, acc = 0.81543
[ Train | 313/3000 ] loss = 0.59629, acc = 0.78495
[ Valid | 313/3000 ] loss = 0.56204, acc = 0.81385
[ Train | 314/3000 ] loss = 0.59938, acc = 0.78225
[ Valid | 314/3000 ] loss = 0.56185, acc = 0.81476
[ Train | 315/3000 ] loss = 0.58249, acc = 0.78755
[ Valid | 315/3000 ] loss = 0.56219, acc = 0.81385
[ Train | 316/3000 ] loss = 0.58879, acc = 0.78555
[ Valid | 316/3000 ] loss = 0.56148, acc = 0.81453
[ Train | 317/3000 ] loss = 0.59384, acc = 0.78535
[ Valid | 317/3000 ] loss = 0.56251, acc = 0.81363
[ Train | 318/3000 ] loss = 0.59112, acc = 0.78125
[ Valid | 318/3000 ] loss = 0.56308, acc = 0.81385
[ Train | 319/3000 ] loss = 0.59213, acc = 0.78095
[ Valid | 319/3000 ] loss = 0.56165, acc = 0.81408
[ Train | 320/3000 ] loss = 0.59656, acc = 0.77714
[ Valid | 320/3000 ] loss = 0.56237, acc = 0.81363
[ Train | 321/3000 ] loss = 0.58542, acc = 0.78625
[ Valid | 321/3000 ] loss = 0.56017, acc = 0.81408
[ Train | 322/3000 ] loss = 0.59225, acc = 0.78465
[ Valid | 322/3000 ] loss = 0.56180, acc = 0.81340
[ Train | 323/3000 ] loss = 0.58877, acc = 0.78675
[ Valid | 323/3000 ] loss = 0.56175, acc = 0.81295
[ Train | 324/3000 ] loss = 0.58524, acc = 0.78745
[ Valid | 324/3000 ] loss = 0.56074, acc = 0.81431
[ Train | 325/3000 ] loss = 0.59920, acc = 0.77804
[ Valid | 325/3000 ] loss = 0.56157, acc = 0.81340
[ Train | 326/3000 ] loss = 0.58912, acc = 0.78035
[ Valid | 326/3000 ] loss = 0.56225, acc = 0.81318
[ Train | 327/3000 ] loss = 0.59630, acc = 0.78675
[ Valid | 327/3000 ] loss = 0.56182, acc = 0.81408
[ Train | 328/3000 ] loss = 0.58829, acc = 0.78095
[ Valid | 328/3000 ] loss = 0.56256, acc = 0.81318
[ Train | 329/3000 ] loss = 0.60390, acc = 0.78045
[ Valid | 329/3000 ] loss = 0.56213, acc = 0.81363
[ Train | 330/3000 ] loss = 0.59477, acc = 0.78225
[ Valid | 330/3000 ] loss = 0.56199, acc = 0.81521
[ Train | 331/3000 ] loss = 0.59591, acc = 0.78625
[ Valid | 331/3000 ] loss = 0.56106, acc = 0.81431
[ Train | 332/3000 ] loss = 0.58115, acc = 0.78355
[ Valid | 332/3000 ] loss = 0.56096, acc = 0.81431
[ Train | 333/3000 ] loss = 0.59707, acc = 0.78115
[ Valid | 333/3000 ] loss = 0.56096, acc = 0.81453
[ Train | 334/3000 ] loss = 0.59182, acc = 0.78335
[ Valid | 334/3000 ] loss = 0.56137, acc = 0.81408
[ Train | 335/3000 ] loss = 0.58228, acc = 0.78455
[ Valid | 335/3000 ] loss = 0.56099, acc = 0.81498
[ Train | 336/3000 ] loss = 0.58865, acc = 0.78265
[ Valid | 336/3000 ] loss = 0.56295, acc = 0.81340
[ Train | 337/3000 ] loss = 0.59421, acc = 0.78235
[ Valid | 337/3000 ] loss = 0.56174, acc = 0.81340
[ Train | 338/3000 ] loss = 0.59977, acc = 0.78345
[ Valid | 338/3000 ] loss = 0.56157, acc = 0.81363
[ Train | 339/3000 ] loss = 0.59222, acc = 0.79025
[ Valid | 339/3000 ] loss = 0.56186, acc = 0.81431
[ Train | 340/3000 ] loss = 0.58214, acc = 0.79005
[ Valid | 340/3000 ] loss = 0.56164, acc = 0.81453
[ Train | 341/3000 ] loss = 0.59071, acc = 0.78335
[ Valid | 341/3000 ] loss = 0.56000, acc = 0.81588
[ Train | 342/3000 ] loss = 0.57486, acc = 0.78325
[ Valid | 342/3000 ] loss = 0.56101, acc = 0.81453
[ Train | 343/3000 ] loss = 0.59662, acc = 0.78085
[ Valid | 343/3000 ] loss = 0.56075, acc = 0.81363
[ Train | 344/3000 ] loss = 0.60352, acc = 0.77995
[ Valid | 344/3000 ] loss = 0.56075, acc = 0.81408
[ Train | 345/3000 ] loss = 0.59788, acc = 0.78675
[ Valid | 345/3000 ] loss = 0.56165, acc = 0.81408
[ Train | 346/3000 ] loss = 0.59665, acc = 0.78435
[ Valid | 346/3000 ] loss = 0.56083, acc = 0.81453
[ Train | 347/3000 ] loss = 0.59199, acc = 0.78625
[ Valid | 347/3000 ] loss = 0.56151, acc = 0.81521
[ Train | 348/3000 ] loss = 0.59069, acc = 0.78655
[ Valid | 348/3000 ] loss = 0.56157, acc = 0.81363
[ Train | 349/3000 ] loss = 0.59083, acc = 0.78345
[ Valid | 349/3000 ] loss = 0.56138, acc = 0.81408
[ Train | 350/3000 ] loss = 0.59857, acc = 0.78395
[ Valid | 350/3000 ] loss = 0.56184, acc = 0.81408
[ Train | 351/3000 ] loss = 0.59761, acc = 0.77865
[ Valid | 351/3000 ] loss = 0.56168, acc = 0.81476
[ Train | 352/3000 ] loss = 0.59094, acc = 0.78155
[ Valid | 352/3000 ] loss = 0.56080, acc = 0.81521
[ Train | 353/3000 ] loss = 0.59204, acc = 0.78375
[ Valid | 353/3000 ] loss = 0.56106, acc = 0.81521
[ Train | 354/3000 ] loss = 0.58357, acc = 0.78595
[ Valid | 354/3000 ] loss = 0.56203, acc = 0.81498
[ Train | 355/3000 ] loss = 0.59009, acc = 0.78505
[ Valid | 355/3000 ] loss = 0.56050, acc = 0.81476
[ Train | 356/3000 ] loss = 0.59260, acc = 0.78405
[ Valid | 356/3000 ] loss = 0.56110, acc = 0.81476
[ Train | 357/3000 ] loss = 0.59619, acc = 0.78035
[ Valid | 357/3000 ] loss = 0.56165, acc = 0.81408
[ Train | 358/3000 ] loss = 0.58828, acc = 0.78545
[ Valid | 358/3000 ] loss = 0.56033, acc = 0.81498
[ Train | 359/3000 ] loss = 0.57901, acc = 0.78665
[ Valid | 359/3000 ] loss = 0.56179, acc = 0.81340
[ Train | 360/3000 ] loss = 0.60468, acc = 0.77814
[ Valid | 360/3000 ] loss = 0.56143, acc = 0.81363
[ Train | 361/3000 ] loss = 0.57788, acc = 0.78665
[ Valid | 361/3000 ] loss = 0.56183, acc = 0.81340
[ Train | 362/3000 ] loss = 0.57702, acc = 0.78505
[ Valid | 362/3000 ] loss = 0.56082, acc = 0.81453
[ Train | 363/3000 ] loss = 0.58961, acc = 0.78185
[ Valid | 363/3000 ] loss = 0.56132, acc = 0.81385
[ Train | 364/3000 ] loss = 0.59580, acc = 0.78565
[ Valid | 364/3000 ] loss = 0.56146, acc = 0.81453
[ Train | 365/3000 ] loss = 0.59178, acc = 0.78385
[ Valid | 365/3000 ] loss = 0.56222, acc = 0.81431
[ Train | 366/3000 ] loss = 0.60025, acc = 0.77744
[ Valid | 366/3000 ] loss = 0.56044, acc = 0.81521
[ Train | 367/3000 ] loss = 0.59444, acc = 0.78745
[ Valid | 367/3000 ] loss = 0.56166, acc = 0.81363
[ Train | 368/3000 ] loss = 0.59061, acc = 0.77514
[ Valid | 368/3000 ] loss = 0.56358, acc = 0.81318
[ Train | 369/3000 ] loss = 0.57789, acc = 0.78995
[ Valid | 369/3000 ] loss = 0.56122, acc = 0.81431
[ Train | 370/3000 ] loss = 0.60004, acc = 0.77885
[ Valid | 370/3000 ] loss = 0.56130, acc = 0.81385
[ Train | 371/3000 ] loss = 0.58902, acc = 0.78845
[ Valid | 371/3000 ] loss = 0.56092, acc = 0.81476
[ Train | 372/3000 ] loss = 0.60265, acc = 0.78205
[ Valid | 372/3000 ] loss = 0.56069, acc = 0.81521
[ Train | 373/3000 ] loss = 0.59354, acc = 0.78575
[ Valid | 373/3000 ] loss = 0.56216, acc = 0.81250
No improvment 300 consecutive epochs, early stopping
Finish training
